datetime,city_name,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,rain_3h,clouds_all,weather_description,solar conversion,solar availaible household,total solar
12-06-2017 18:00,Delhi,281.15,281.15,281.15,995,93,5,190,0.9,0,75,moderate rain,10%,1.972,19.72
12-06-2017 19:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
12-06-2017 20:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
12-06-2017 21:00,Delhi,279.58,279.15,280.15,994,93,5,220,0,0,75,broken clouds,50%,9.86,19.72
12-06-2017 22:00,Delhi,280.15,280.15,280.15,995,93,5,240,0,0,40,scattered clouds,80%,15.776,19.72
12-06-2017 23:00,Delhi,279.8,279.15,280.15,995,87,6,230,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 00:00,Delhi,279.83,279.15,280.15,995,87,6,210,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 01:00,Delhi,278.53,276.15,280.15,995,86,4,190,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 02:00,Delhi,278.73,276.15,280.15,994,87,2,180,0,0,75,fog,20%,3.944,19.72
13-06-2017 03:00,Delhi,278.73,276.15,280.15,994,87,2,180,0,0,75,light intensity drizzle,16%,3.1552,19.72
13-06-2017 04:00,Delhi,278.93,276.15,280.15,994,93,4,190,0.3,0,90,light intensity drizzle,16%,3.1552,19.72
13-06-2017 05:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
13-06-2017 06:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
13-06-2017 07:00,Delhi,279.89,279.15,280.15,993,87,3,170,0.3,0,90,light intensity drizzle,16%,3.1552,19.72
13-06-2017 08:00,Delhi,279.32,276.15,281.15,993,87,4,210,0.9,0,90,moderate rain,10%,1.972,19.72
13-06-2017 09:00,Delhi,279.32,276.15,281.15,993,87,4,210,0.9,0,90,light intensity drizzle,16%,3.1552,19.72
13-06-2017 10:00,Delhi,280.15,280.15,280.15,992,81,3,210,0.9,0,75,moderate rain,10%,1.972,19.72
13-06-2017 11:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
13-06-2017 12:00,Delhi,280.72,277.15,282.15,991,81,7,220,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 13:00,Delhi,280.75,277.15,282.15,991,81,7,240,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 14:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
13-06-2017 15:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
13-06-2017 16:00,Delhi,280.35,278.15,281.15,994,87,4,240,0.9,0,75,proximity shower rain,30%,5.916,19.72
13-06-2017 17:00,Delhi,280.35,278.15,281.15,994,87,4,240,0.9,0,75,light intensity drizzle,16%,3.1552,19.72
13-06-2017 18:00,Delhi,280.65,280.15,281.15,996,75,4,270,0,0,40,scattered clouds,80%,15.776,19.72
13-06-2017 19:00,Delhi,281.39,281.15,282.15,997,65,5,260,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 20:00,Delhi,280.81,280.15,281.15,998,65,3,240,0,0,20,few clouds,25%,4.93,19.72
13-06-2017 21:00,Delhi,280.58,280.15,281.15,999,70,2,240,0,0,75,broken clouds,50%,9.86,19.72
13-06-2017 22:00,Delhi,280.58,280.15,281.15,999,65,4,240,0,0,20,few clouds,25%,4.93,19.72
13-06-2017 23:00,Delhi,279.72,279.15,280.15,1000,87,3,190,0,0,20,few clouds,25%,4.93,19.72
14-06-2017 00:00,Delhi,279.58,279.15,280.15,1000,70,6,240,0,0,20,few clouds,25%,4.93,19.72
14-06-2017 01:00,Delhi,278.58,278.15,279.15,1001,70,4,250,0,0,0,sky is clear,100%,19.72,19.72
14-06-2017 02:00,Delhi,278.72,278.15,279.15,1001,93,4,230,0,0,0,sky is clear,100%,19.72,19.72
14-06-2017 03:00,Delhi,277.01,276.15,278.15,1000,86,5,230,0,0,0,sky is clear,100%,19.72,19.72
14-06-2017 04:00,Delhi,277.8,277.15,278.15,1001,86,3,200,0,0,40,scattered clouds,80%,15.776,19.72
14-06-2017 05:00,Delhi,277.89,277.15,278.15,1000,93,7,230,0,0,75,broken clouds,50%,9.86,19.72
14-06-2017 06:00,Delhi,278.39,278.15,279.15,1000,93,7,220,0.3,0,75,light intensity drizzle,16%,3.1552,19.72
14-06-2017 07:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
14-06-2017 08:00,Delhi,277.72,275.15,279.15,1001,93,4,190,0,0,75,light intensity drizzle,16%,3.1552,19.72
14-06-2017 09:00,Delhi,277.95,276.15,279.15,1001,93,3,170,0.3,0,90,light intensity drizzle,16%,3.1552,19.72
14-06-2017 10:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
14-06-2017 11:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
14-06-2017 12:00,Delhi,279.32,277.15,280.15,1001,87,7,230,0.3,0,90,mist,15%,2.958,19.72
14-06-2017 13:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
14-06-2017 14:00,Delhi,280.57,279.15,282.15,1001,93,7,240,0.9,0,75,moderate rain,10%,1.972,19.72
14-06-2017 15:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
14-06-2017 16:00,Delhi,282.64,281.15,284.15,999,71,6,230,0.9,0,40,shower rain,5%,0.986,19.72
14-06-2017 17:00,Delhi,282.54,280.15,284.15,999,70,5,230,0,0,40,scattered clouds,80%,15.776,19.72
14-06-2017 18:00,Delhi,283.17,282.15,284.15,999,70,5,230,0,0,40,scattered clouds,80%,15.776,19.72
14-06-2017 19:00,Delhi,282.33,280.15,284.15,1000,66,7,230,0.9,0,20,proximity shower rain,30%,5.916,19.72
14-06-2017 20:00,Delhi,281.53,279.15,283.15,1001,81,5,240,0,0,20,few clouds,25%,4.93,19.72
14-06-2017 21:00,Delhi,280.64,280.15,281.15,1001,65,1,300,0,0,20,few clouds,25%,4.93,19.72
14-06-2017 22:00,Delhi,281.01,280.15,282.15,1002,57,3,250,0,0,20,few clouds,25%,4.93,19.72
14-06-2017 23:00,Delhi,280.15,280.15,280.15,1003,65,7,270,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 00:00,Delhi,279.64,279.15,280.15,1003,65,6,280,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 01:00,Delhi,279.01,278.15,280.15,1004,91,5,270,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 02:00,Delhi,278.58,278.15,279.15,1005,91,5,270,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 03:00,Delhi,278.01,277.15,279.15,1006,95,3,270,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 04:00,Delhi,278.01,277.15,279.15,1006,60,8,280,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 05:00,Delhi,276.44,275.15,278.15,1006,65,5,280,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 06:00,Delhi,277.01,276.15,278.15,1007,60,5,280,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 07:00,Delhi,275.44,274.15,277.15,1008,64,2,290,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 08:00,Delhi,276.1,274.15,278.15,1009,69,5,260,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 09:00,Delhi,276.1,274.15,278.15,1010,64,4,280,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 10:00,Delhi,277.72,276.15,279.15,1011,65,4,250,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 11:00,Delhi,279.12,277.15,280.15,1011,56,2,280,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 12:00,Delhi,280.34,279.15,281.15,1012,56,3,260,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 13:00,Delhi,281.52,280.15,283.15,1012,49,2,250,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 14:00,Delhi,281.93,280.15,283.15,1011,49,3,230,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 15:00,Delhi,282.72,281.15,284.15,1011,39,3,230,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 16:00,Delhi,283.13,281.15,284.15,1010,39,4,210,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 17:00,Delhi,283.91,283.15,284.15,1010,43,3,200,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 18:00,Delhi,283.66,283.15,284.15,1010,43,3,200,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 19:00,Delhi,283.15,283.15,283.15,1010,46,2,190,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 20:00,Delhi,281.93,279.15,283.15,1010,77,1,140,0,0,0,sky is clear,100%,19.72,19.72
15-06-2017 21:00,Delhi,282.15,282.15,282.15,1009,57,2,110,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 22:00,Delhi,281.65,281.15,282.15,1010,61,2,120,0,0,20,few clouds,25%,4.93,19.72
15-06-2017 23:00,Delhi,281.15,281.15,281.15,1009,70,2,140,0,0,0,sky is clear,100%,19.72,19.72
16-06-2017 00:00,Delhi,281.15,281.15,281.15,1009,70,1,90,0,0,0,sky is clear,100%,19.72,19.72
16-06-2017 01:00,Delhi,280.58,280.15,281.15,1008,70,2,153,0,0,0,sky is clear,100%,19.72,19.72
16-06-2017 02:00,Delhi,280.58,280.15,281.15,1008,65,1,120,0,0,40,scattered clouds,80%,15.776,19.72
16-06-2017 03:00,Delhi,280.72,280.15,281.15,1008,81,3,150,0.3,0,75,drizzle,15%,2.958,19.72
16-06-2017 04:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
16-06-2017 05:00,Delhi,279.15,279.15,279.15,1008,93,1,170,0.9,0,75,moderate rain,10%,1.972,19.72
16-06-2017 06:00,Delhi,278.72,278.15,279.15,1008,100,1,0,0.9,0,75,moderate rain,10%,1.972,19.72
16-06-2017 07:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
16-06-2017 08:00,Delhi,278.15,278.15,278.15,1008,100,1,20,0.3,0,90,drizzle,15%,2.958,19.72
16-06-2017 09:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
16-06-2017 10:00,Delhi,278.15,278.15,278.15,1007,93,2,360,0.3,0,75,light intensity drizzle,16%,3.1552,19.72
16-06-2017 11:00,Delhi,278.15,278.15,278.15,1007,93,2,360,0.3,0,75,mist,15%,2.958,19.72
16-06-2017 12:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
16-06-2017 13:00,Delhi,278.15,278.15,278.15,1008,100,2,360,0.3,0,90,light intensity drizzle,16%,3.1552,19.72
16-06-2017 14:00,Delhi,278.15,278.15,278.15,1008,100,2,360,0.3,0,90,mist,15%,2.958,19.72
16-06-2017 15:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
16-06-2017 16:00,Delhi,278.13,277.15,279.15,1009,93,1,340,0,0,90,overcast clouds,30%,5.916,19.72
16-06-2017 17:00,Delhi,279.15,279.15,279.15,1009,93,0,75,0,0,90,overcast clouds,30%,5.916,19.72
16-06-2017 18:00,Delhi,280.12,278.15,281.15,1010,81,0,0,0,0,75,broken clouds,50%,9.86,19.72
16-06-2017 19:00,Delhi,281.15,281.15,281.15,1011,81,1,0,0,0,20,few clouds,25%,4.93,19.72
16-06-2017 20:00,Delhi,281.32,279.15,282.15,1010,76,2,200,0,0,40,scattered clouds,80%,15.776,19.72
16-06-2017 21:00,Delhi,281.91,279.15,283.15,1010,76,2,250,0,0,75,broken clouds,50%,9.86,19.72
16-06-2017 22:00,Delhi,283.15,283.15,283.15,1010,76,2,250,0,0,75,broken clouds,50%,9.86,19.72
16-06-2017 23:00,Delhi,282.94,280.15,284.15,1010,71,1,230,0,0,75,broken clouds,50%,9.86,19.72
17-06-2017 00:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
17-06-2017 01:00,Delhi,282.72,280.15,284.15,1010,81,1,0,0,0,75,broken clouds,50%,9.86,19.72
17-06-2017 02:00,Delhi,283.15,283.15,283.15,1011,81,3,243,0,0,90,overcast clouds,30%,5.916,19.72
17-06-2017 03:00,Delhi,283.15,283.15,283.15,1011,87,0,90,0,0,75,light intensity drizzle,16%,3.1552,19.72
17-06-2017 04:00,Delhi,283.45,283.15,284.15,1012,87,1,160,0,0,75,light intensity drizzle,16%,3.1552,19.72
17-06-2017 05:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
17-06-2017 06:00,Delhi,283.15,283.15,283.15,1013,100,1,140,0,0,90,overcast clouds,30%,5.916,19.72
17-06-2017 07:00,Delhi,282.58,282.15,283.15,1013,100,1,130,0,0,90,overcast clouds,30%,5.916,19.72
17-06-2017 08:00,Delhi,282.58,282.15,283.15,1013,100,1,0,0,0,90,mist,15%,2.958,19.72
17-06-2017 09:00,Delhi,282.58,282.15,283.15,1013,100,1,0,0,0,90,mist,15%,2.958,19.72
17-06-2017 10:00,Delhi,282.58,282.15,283.15,1013,100,0,0,0,0,90,mist,15%,2.958,19.72
17-06-2017 11:00,Delhi,282.58,282.15,283.15,1013,100,1,180,0,0,90,light intensity drizzle,16%,3.1552,19.72
17-06-2017 12:00,Delhi,282.58,282.15,283.15,1013,100,1,180,0,0,90,mist,15%,2.958,19.72
17-06-2017 13:00,Delhi,283.15,283.15,283.15,1013,100,1,130,0,0,90,mist,15%,2.958,19.72
17-06-2017 14:00,Delhi,283.15,283.15,283.15,1013,100,1,130,0,0,90,light intensity drizzle,16%,3.1552,19.72
17-06-2017 15:00,Delhi,283.15,283.15,283.15,1013,100,2,190,0.3,0,75,mist,15%,2.958,19.72
17-06-2017 16:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
17-06-2017 17:00,Delhi,283.15,283.15,283.15,1013,100,2,190,0.3,0,75,drizzle,15%,2.958,19.72
17-06-2017 18:00,Delhi,283.39,283.15,284.15,1013,87,2,200,0,0,40,scattered clouds,80%,15.776,19.72
17-06-2017 19:00,Delhi,282.75,280.15,284.15,1013,93,1,0,0,0,40,fog,20%,3.944,19.72
17-06-2017 20:00,Delhi,283.14,281.15,284.15,1014,93,2,180,0,0,75,fog,20%,3.944,19.72
17-06-2017 21:00,Delhi,283.35,281.15,284.15,1013,87,3,130,0,0,75,light intensity drizzle,16%,3.1552,19.72
17-06-2017 22:00,Delhi,283.35,281.15,284.15,1013,87,3,130,0,0,75,fog,20%,3.944,19.72
17-06-2017 23:00,Delhi,283.93,281.15,285.15,1013,81,3,180,0,0,75,drizzle,15%,2.958,19.72
18-06-2017 00:00,Delhi,283.93,281.15,285.15,1013,81,3,180,0,0,75,mist,15%,2.958,19.72
18-06-2017 01:00,Delhi,284.13,281.15,285.15,1013,87,4,160,0.9,0,75,moderate rain,10%,1.972,19.72
18-06-2017 02:00,Delhi,284.13,281.15,285.15,1013,87,4,160,0.9,0,75,light intensity drizzle,16%,3.1552,19.72
18-06-2017 03:00,Delhi,284.13,281.15,285.15,1013,87,4,160,0.9,0,75,mist,15%,2.958,19.72
18-06-2017 04:00,Delhi,283.93,281.15,285.15,1012,93,2,140,0.3,0,90,drizzle,15%,2.958,19.72
18-06-2017 05:00,Delhi,283.93,281.15,285.15,1012,93,2,140,0.3,0,90,mist,15%,2.958,19.72
18-06-2017 06:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
18-06-2017 07:00,Delhi,283.95,282.15,285.15,1011,93,3,120,0.9,0,90,rain and drizzle,18%,3.5496,19.72
18-06-2017 08:00,Delhi,283.95,282.15,285.15,1011,93,3,120,0.9,0,90,moderate rain,10%,1.972,19.72
18-06-2017 09:00,Delhi,283.95,282.15,285.15,1011,93,3,120,0.9,0,90,mist,15%,2.958,19.72
18-06-2017 10:00,Delhi,283.95,282.15,285.15,1011,93,3,120,0.9,0,90,fog,20%,3.944,19.72
18-06-2017 11:00,Delhi,283.93,281.15,285.15,1010,100,3,150,0.9,0,90,moderate rain,10%,1.972,19.72
18-06-2017 12:00,Delhi,283.93,281.15,285.15,1010,100,3,150,0.9,0,90,light intensity drizzle,16%,3.1552,19.72
18-06-2017 13:00,Delhi,283.93,281.15,285.15,1010,100,3,150,0.9,0,90,fog,20%,3.944,19.72
18-06-2017 14:00,Delhi,284.34,282.15,285.15,1010,93,4,160,0.9,0,90,moderate rain,10%,1.972,19.72
18-06-2017 15:00,Delhi,284.34,282.15,285.15,1010,93,4,160,0.9,0,90,fog,20%,3.944,19.72
18-06-2017 16:00,Delhi,283.93,282.15,285.15,1009,93,4,150,0.9,0,90,moderate rain,10%,1.972,19.72
18-06-2017 17:00,Delhi,283.93,282.15,285.15,1009,93,4,150,0.9,0,90,fog,20%,3.944,19.72
18-06-2017 18:00,Delhi,284.15,284.15,284.15,1008,93,5,140,0.9,0,90,moderate rain,10%,1.972,19.72
18-06-2017 19:00,Delhi,284.15,284.15,284.15,1008,93,5,140,0.9,0,90,moderate rain,10%,1.972,19.72
18-06-2017 20:00,Delhi,284.38,284.15,285.15,1007,93,7,160,0.9,0,75,moderate rain,10%,1.972,19.72
18-06-2017 21:00,Delhi,284.8,284.15,285.15,1008,93,8,180,0.9,0,75,moderate rain,10%,1.972,19.72
18-06-2017 22:00,Delhi,285.15,285.15,285.15,1008,100,6,190,0,0,75,light intensity drizzle,16%,3.1552,19.72
18-06-2017 23:00,Delhi,285.15,285.15,285.15,1008,100,3,170,0,0,75,light intensity drizzle,16%,3.1552,19.72
19-06-2017 00:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
19-06-2017 01:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
19-06-2017 02:00,Delhi,285.15,285.15,285.15,1007,93,6,170,0,0,75,broken clouds,50%,9.86,19.72
19-06-2017 03:00,Delhi,285.15,285.15,285.15,1006,93,6,170,0,0,75,broken clouds,50%,9.86,19.72
19-06-2017 04:00,Delhi,285.15,285.15,285.15,1006,93,5,160,0,0,75,broken clouds,50%,9.86,19.72
19-06-2017 05:00,Delhi,285.15,285.15,285.15,1005,93,5,160,0,0,90,overcast clouds,30%,5.916,19.72
19-06-2017 06:00,Delhi,286.15,286.15,286.15,1005,87,7,170,0,0,75,broken clouds,50%,9.86,19.72
19-06-2017 07:00,Delhi,285.15,285.15,285.15,1004,87,3,150,0,0,90,overcast clouds,30%,5.916,19.72
19-06-2017 08:00,Delhi,285.18,284.15,286.15,1005,93,6,170,3,0,75,heavy intensity rain,7%,1.3804,19.72
19-06-2017 09:00,Delhi,284.13,282.15,285.15,1006,93,7,240,3,0,75,heavy intensity rain,7%,1.3804,19.72
19-06-2017 10:00,Delhi,284.13,282.15,285.15,1006,93,7,240,3,0,75,mist,15%,2.958,19.72
19-06-2017 11:00,Delhi,283.91,283.15,284.15,1005,93,2,210,3,0,75,heavy intensity rain,7%,1.3804,19.72
19-06-2017 12:00,Delhi,284.15,284.15,284.15,1005,100,1,180,0.9,0,75,moderate rain,10%,1.972,19.72
19-06-2017 13:00,Delhi,284.15,284.15,284.15,1005,100,1,180,0.9,0,75,mist,15%,2.958,19.72
19-06-2017 14:00,Delhi,284.15,283.15,285.15,1005,100,5,200,0.9,0,90,moderate rain,10%,1.972,19.72
19-06-2017 15:00,Delhi,284.15,284.15,284.15,1005,93,6,200,0.3,0,90,drizzle,15%,2.958,19.72
19-06-2017 16:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
19-06-2017 17:00,Delhi,283.13,281.15,284.15,1004,93,5,200,0.9,0,90,moderate rain,10%,1.972,19.72
19-06-2017 18:00,Delhi,283.13,281.15,284.15,1004,93,5,200,0.9,0,90,mist,15%,2.958,19.72
19-06-2017 19:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
19-06-2017 20:00,Delhi,282.93,280.15,284.15,1004,93,4,190,0.3,0,90,mist,15%,2.958,19.72
19-06-2017 21:00,Delhi,284.63,284.15,285.15,1004,81,5,180,0,0,40,scattered clouds,80%,15.776,19.72
19-06-2017 22:00,Delhi,285.15,285.15,285.15,1003,71,5,190,0,0,75,broken clouds,50%,9.86,19.72
19-06-2017 23:00,Delhi,282.73,280.15,284.15,1004,87,6,240,0.9,0,75,shower rain,5%,0.986,19.72
20-06-2017 00:00,Delhi,282.13,279.15,283.15,1004,87,3,220,0,0,20,few clouds,25%,4.93,19.72
20-06-2017 01:00,Delhi,282.15,282.15,282.15,1004,93,3,160,0,0,40,scattered clouds,80%,15.776,19.72
20-06-2017 02:00,Delhi,282.15,282.15,282.15,1004,93,3,170,0,0,40,scattered clouds,80%,15.776,19.72
20-06-2017 03:00,Delhi,281.58,281.15,282.15,1003,93,5,160,0,0,40,scattered clouds,80%,15.776,19.72
20-06-2017 04:00,Delhi,281.58,281.15,282.15,1003,87,3,190,0,0,40,scattered clouds,80%,15.776,19.72
20-06-2017 05:00,Delhi,282.15,282.15,282.15,1003,87,7,230,0.9,0,75,moderate rain,10%,1.972,19.72
20-06-2017 06:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 07:00,Delhi,281.15,281.15,281.15,1002,93,5,180,0,0,75,broken clouds,50%,9.86,19.72
20-06-2017 08:00,Delhi,280.15,280.15,280.15,1002,93,6,200,0,0,75,broken clouds,50%,9.86,19.72
20-06-2017 09:00,Delhi,280.58,280.15,281.15,1002,87,4,170,0,0,75,broken clouds,50%,9.86,19.72
20-06-2017 10:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 11:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 12:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 13:00,Delhi,279.91,279.15,280.15,1002,87,9,230,0.3,0,90,light intensity drizzle,16%,3.1552,19.72
20-06-2017 14:00,Delhi,279.91,279.15,280.15,1002,93,6,200,0,0,75,broken clouds,50%,9.86,19.72
20-06-2017 15:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 16:00,Delhi,281.37,280.15,282.15,1003,70,8,220,0.9,0,75,proximity shower rain,30%,5.916,19.72
20-06-2017 17:00,Delhi,281.72,279.15,283.15,1003,70,10,220,0,0,75,broken clouds,50%,9.86,19.72
20-06-2017 18:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 19:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
20-06-2017 20:00,Delhi,282.13,279.15,284.15,1002,76,8,220,0.9,0,40,proximity shower rain,30%,5.916,19.72
20-06-2017 21:00,Delhi,281.75,280.15,283.15,1003,75,10,230,0.9,0,40,shower rain,5%,0.986,19.72
20-06-2017 22:00,Delhi,282.15,281.15,283.15,1003,81,11,230,0,0,40,scattered clouds,80%,15.776,19.72
20-06-2017 23:00,Delhi,282.13,281.15,283.15,1003,70,10,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 00:00,Delhi,281.53,279.15,283.15,1004,75,9,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 01:00,Delhi,280.93,279.15,282.15,1005,75,8,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 02:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
21-06-2017 03:00,Delhi,281.15,281.15,281.15,1006,87,8,220,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 04:00,Delhi,281.15,281.15,281.15,1007,81,9,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 05:00,Delhi,281.15,281.15,281.15,1007,81,9,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 06:00,Delhi,281.15,281.15,281.15,1007,81,9,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 07:00,Delhi,281.15,281.15,281.15,1008,87,9,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 08:00,Delhi,281.15,281.15,281.15,1009,81,10,240,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 09:00,Delhi,281.15,281.15,281.15,1009,87,7,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 10:00,Delhi,281.15,281.15,281.15,1010,81,8,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 11:00,Delhi,280.58,280.15,281.15,1010,81,7,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 12:00,Delhi,280.45,280.15,281.15,1012,81,6,220,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 13:00,Delhi,280.15,279.15,281.15,1012,93,8,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 14:00,Delhi,279.52,277.15,281.15,1014,87,9,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 15:00,Delhi,280.33,278.15,282.15,1015,87,8,230,0,0,75,broken clouds,50%,9.86,19.72
21-06-2017 16:00,Delhi,281.53,280.15,282.15,1016,81,9,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 17:00,Delhi,282.53,281.15,283.15,1016,71,7,220,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 18:00,Delhi,283.12,280.15,284.15,1016,66,8,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 19:00,Delhi,276.15,274.15,278.15,1000,93,5,100,0,0,75,light intensity drizzle,21.47%,4.233884,19.72
21-06-2017 20:00,Delhi,284.93,284.15,286.15,1016,58,7,250,0,0,20,few clouds,25%,4.93,19.72
21-06-2017 21:00,Delhi,284.74,282.15,286.15,1016,66,9,230,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 22:00,Delhi,284.93,282.15,286.15,1016,54,7,220,0,0,40,scattered clouds,80%,15.776,19.72
21-06-2017 23:00,Delhi,284.72,282.15,286.15,1016,54,7,210,0,0,40,scattered clouds,80%,15.776,19.72
22-06-2017 00:00,Delhi,284.34,282.15,285.15,1016,57,7,230,0,0,20,few clouds,25%,4.93,19.72
22-06-2017 01:00,Delhi,283.13,281.15,284.15,1017,61,6,230,0,0,20,few clouds,25%,4.93,19.72
22-06-2017 02:00,Delhi,283.38,283.15,284.15,1017,57,5,230,0,0,40,scattered clouds,80%,15.776,19.72
22-06-2017 03:00,Delhi,282.44,281.15,284.15,1017,62,6,240,0,0,40,scattered clouds,80%,15.776,19.72
